InputID,TargetID,Distance,fipscounty,msa,msaname,cbsaname
43900,310M300US35380,9.48411825671,45083,3160,"GREENVILLE-SPARTANBURG-ANDERSON, SC","Spartanburg, SC"
32620,310M300US35380,1.4560266436,,,,
12300,310M300US35380,24.8524480884,,,,
43740,310M300US35380,14.8522478022,,,,
32500,310M300US35380,10.6311985032,,,,
37460,310M300US35380,4.48847282978,12005,6015,"PANAMA CITY, FL","Panama City-Lynn Haven, FL"
18860,310M300US35380,35.9542525534,,,,
33180,310M300US35380,9.27136933319,,,,
22620,310M300US35380,5.17925144564,,,,
18620,310M300US35380,6.86771297729,,,,
21640,310M300US35380,5.01248231912,,,,
40760,310M300US35380,15.9793414066,,,,
17740,310M300US35380,12.9678021698,,,,
12680,310M300US35380,9.08281826577,,,,
29060,310M300US35380,22.9892713168,,,,
21420,310M300US35380,10.1637669045,40047,2340,"ENID, OK",
27860,310M300US35380,5.83578408379,5111,4,ARKANSAS,"Jonesboro, AR"
32180,310M300US35380,9.78885625973,,,,
45540,310M300US35380,7.95781769797,,,,
38340,310M300US35380,20.8726454397,25003,6323,"PITTSFIELD, MA","Pittsfield, MA"
38580,310M300US35380,11.8106107682,,,,
16260,310M300US35380,24.6597328438,,,,
38420,310M300US35380,12.9850587977,,,,
20100,310M300US35380,17.0606754622,10001,2190,"DOVER, DE","Dover, DE"
42680,310M300US35380,9.60022101086,,,,
34740,310M300US35380,13.9143236203,26121,3000,"GRAND RAPIDS-MUSKEGON-HOLLAND, MI","Muskegon-Norton Shores, MI    a"
21540,310M300US35380,16.2956523539,,,,
19540,310M300US35380,11.9430397135,,,,
20540,310M300US35380,6.17735297942,,,,
23860,310M300US35380,11.1863696503,,,,
14820,310M300US35380,8.89777745194,,,,
38540,310M300US35380,25.6739862512,16077,13,IDAHO,"Pocatello, ID"
23900,310M300US35380,16.1672443394,,,,
47780,310M300US35380,9.25554602835,,,,
41400,310M300US35380,14.2169619082,,,,
40100,310M300US35380,9.40454193763,,,,
27500,310M300US35380,12.7964591142,55105,3620,"JANESVILLE-BELOIT, WI","Janesville, WI"
37020,310M300US35380,14.2803894045,,,,
25500,310M300US35380,14.0232030751,51660,49,VIRGINIA,"Harrisonburg, VA"
10100,310M300US35380,17.9001690662,,,,
29940,310M300US35380,10.4500041594,20045,4150,"LAWRENCE, KS","Lawrence, KS"
35100,310M300US35380,13.8761472962,,,,
11940,310M300US35380,7.67293510495,,,,
10220,310M300US35380,8.2851027535,,,,
40780,310M300US35380,6.24170709268,,,,
11740,310M300US35380,13.3657178927,,,,
38940,310M300US35380,9.86963724101,12111,2710,"FORT PIERCE-PORT ST. LUCIE, FL","Port St. Lucie-Fort Pierce, FL"
19260,310M300US35380,12.6094890888,51590,1950,"DANVILLE, VA","Danville, VA"
30880,310M300US35380,11.2712417961,,,,
13220,310M300US35380,11.8840371307,,,,
49420,310M300US35380,34.957802124,53077,9260,"YAKIMA, WA","Yakima, WA"
27160,310M300US35380,11.6962557667,,,,
11460,310M300US35380,13.7770972309,26161,440,"ANN ARBOR, MI","Ann Arbor, MI"
47580,310M300US35380,6.78938207118,13153,4680,"MACON, GA","Warner Robins, GA"
36020,310M300US35380,37.3664964181,,,,
30420,310M300US35380,14.6742796854,,,,
38820,310M300US35380,38.5204673659,,,,
35300,310M300US35380,20.5404706366,9009,5483,NEW HAVEN-BRIDGEPORT-STAMFORD-WATERBURY-DANBU,"New Haven-Milford, CT"
18100,310M300US35380,13.9087450499,,,,
33620,310M300US35380,9.87020116735,,,,
31220,310M300US35380,14.567632772,,,,
22580,310M300US35380,9.72978861777,,,,
23940,310M300US35380,21.1921678564,,,,
49700,310M300US35380,32.8977240571,6115,9340,"YUBA CITY, CA","Yuba City, CA"
41940,310M300US35380,32.2000031709,6085,7400,"SAN JOSE, CA","San Jose-Sunnyvale-Santa Clara, CA"
24260,310M300US35380,13.9014516897,,,,
48180,310M300US35380,7.68144329751,,,,
35440,310M300US35380,36.983326184,,,,
21700,310M300US35380,35.6036833631,,,,
22860,310M300US35380,3.45240303906,,,,
10900,310M300US35380,18.1658596424,42095,240,"ALLENTOWN-BETHLEHEM-EASTON, PA","Allentown-Bethlehem-Easton, PA-NJ"
22280,310M300US35380,30.629449304,,,,
34220,310M300US35380,6.31081804152,,,,
38780,310M300US35380,14.1445442091,,,,
21500,310M300US35380,15.6337647274,42049,2360,"ERIE, PA","Erie, PA"
41060,310M300US35380,16.3206449395,27145,6980,"ST. CLOUD, MN","St. Cloud, MN"
27700,310M300US35380,8.19775399478,,,,
19000,310M300US35380,8.67784796518,,,,
40300,310M300US35380,12.1539518614,,,,
35460,310M300US35380,9.10227285341,,,,
15220,310M300US35380,9.2420622247,,,,
39540,310M300US35380,12.9803458121,55101,6600,"RACINE, WI","Racine, WI"
32540,310M300US35380,7.67101887791,,,,
40700,310M300US35380,35.8101802943,,,,
25460,310M300US35380,6.96717562775,,,,
41620,310M300US35380,25.3677903715,49045,46,UTAH,"Salt Lake City, UT"
35420,310M300US35380,13.5208839499,,,,
26980,310M300US35380,11.7301050923,19183,16,IOWA,"Iowa City, IA"
21820,310M300US35380,66.5087329125,2090,2,ALASKA,"Fairbanks, AK"
25880,310M300US35380,13.1248779124,,,,
36620,310M300US35380,30.6832570751,,,,
39060,310M300US35380,17.4703973468,,,,
29740,310M300US35380,17.0614633425,35013,4100,"LAS CRUCES, NM","Las Cruces, NM"
18380,310M300US35380,6.50162693088,,,,
46700,310M300US35380,33.0612166449,6095,8720,"VALLEJO-FARIFIELD-NAPA, CA","Vallejo-Fairfield, CA"
49020,310M300US35380,14.8123263107,54027,51,WEST VIRGINIA,"Winchester, VA-WV"
11140,310M300US35380,6.12682512971,,,,
15580,310M300US35380,27.7779558053,,,,
43420,310M300US35380,19.9015289913,,,,
12020,310M300US35380,7.85536006384,13221,11,GEORGIA,"Athens-Clarke County, GA"
16020,310M300US35380,7.42169268967,,,,
17220,310M300US35380,13.365485036,,,,
29900,310M300US35380,11.5733294373,,,,
41820,310M300US35380,12.1306974471,,,,
37260,310M300US35380,8.20892496825,,,,
31580,310M300US35380,7.78508574385,,,,
21120,310M300US35380,11.1124903264,,,,
16940,310M300US35380,18.636581003,56021,1580,"CHEYENNE, WY","Cheyenne, WY"
18900,310M300US35380,7.81326476204,,,,
45140,310M300US35380,7.8448555442,,,,
22660,310M300US35380,18.8809693253,8069,2670,"FORT COLLINS-LOVELAND, CO","Fort Collins-Loveland, CO"
28620,310M300US35380,15.1526990584,,,,
36900,310M300US35380,11.2471930037,,,,
20660,310M300US35380,16.4396634263,,,,
34260,310M300US35380,6.81483676641,,,,
44940,310M300US35380,10.3724965963,45085,8140,"SUMTER, SC","Sumter, SC"
12540,310M300US35380,29.2916383178,6029,680,"BAKERSFIELD, CA","Bakersfield, CA"
30940,310M300US35380,9.16759698669,,,,
44700,310M300US35380,32.336092473,6077,8120,"STOCKTON-LODI, CA","Stockton, CA"
28180,310M300US35380,70.090644601,,,,
37780,310M300US35380,13.818250918,,,,
19700,310M300US35380,17.9468509259,,,,
30380,310M300US35380,16.3297112377,,,,
15100,310M300US35380,16.0019155215,,,,
15460,310M300US35380,11.0240247029,,,,
29380,310M300US35380,7.33283244877,,,,
47220,310M300US35380,17.6003436721,34011,8760,"VINELAND-MILLVILLE-BRIDGETON, NJ","Vineland-Millville-Bridgeton, NJ  at"
34940,310M300US35380,9.39981809739,12021,5345,"NAPLES, FL","Naples-Marco Island, FL   A"
23380,310M300US35380,13.3209727384,,,,
24140,310M300US35380,13.1323073581,37191,2980,"GOLDSBORO, NC","Goldsboro, NC"
47540,310M300US35380,12.0970522598,,,,
12860,310M300US35380,17.596827587,,,,
47300,310M300US35380,29.5359321686,6107,8780,"VISALIA-TULARE-PORTERVILLE, CA","Visalia-Porterville, CA"
33780,310M300US35380,13.6250443524,26115,2160,"DETROIT, MI","Monroe, MI"
46860,310M300US35380,22.0785151493,,,,
32280,310M300US35380,6.51055875491,,,,
24980,310M300US35380,3.86792842005,,,,
26460,310M300US35380,20.4601302842,,,,
26020,310M300US35380,13.7707757608,,,,
43260,310M300US35380,22.5452379314,,,,
27460,310M300US35380,16.2427160635,36013,3610,"JAMESTOWN, NY",
12140,310M300US35380,12.5134074656,,,,
23780,310M300US35380,13.6922542765,,,,
17700,310M300US35380,9.31091883284,,,,
42940,310M300US35380,8.70875091019,,,,
19620,310M300US35380,11.2043835934,,,,
46340,310M300US35380,5.86685094575,48423,8640,"TYLER, TX","Tyler, TX"
34180,310M300US35380,34.2022790607,,,,
48700,310M300US35380,17.2283071597,42081,9140,"WILLIAMSPORT, PA","Williamsport, PA"
34140,310M300US35380,31.6588023047,,,,
25900,310M300US35380,66.3779554157,,,,
26340,310M300US35380,17.3114153922,,,,
31860,310M300US35380,14.8523891566,,,,
35020,310M300US35380,2.21640601505,,,,
46900,310M300US35380,10.1883760582,,,,
19760,310M300US35380,3.47620744859,,,,
37300,310M300US35380,6.01563307431,,,,
36500,310M300US35380,37.0293436522,53067,5910,"OLYMPIA, WA","Olympia, WA"
23660,310M300US35380,11.0303365604,,,,
44580,310M300US35380,11.8511652238,,,,
32980,310M300US35380,15.4339369649,,,,
31660,310M300US35380,21.4590865495,,,,
42140,310M300US35380,16.9792550635,35049,7490,"SANTA FE, NM","Santa Fe, NM"
48500,310M300US35380,3.9281060078,,,,
42980,310M300US35380,9.81414256505,,,,
31460,310M300US35380,30.6985846489,6039,2840,"FRESNO, CA","Madera, CA"
28420,310M300US35380,33.6116218676,53021,6740,"RICHLAND-KENNEWICK-PASCO, WA","Kennewick-Richland-Pasco, WA"
41780,310M300US35380,13.6007412839,39043,36,OHIO,"Sandusky, OH"
10620,310M300US35380,11.1022080394,,,,
20060,310M300US35380,7.2860866143,,,,
48900,310M300US35380,12.8813227351,37141,34,NORTH CAROLINA,"Wilmington, NC"
34660,310M300US35380,6.92194509057,,,,
42860,310M300US35380,8.41842299804,,,,
24780,310M300US35380,13.8001786371,37147,3150,"GREENVILLE, NC","Greenville, NC"
13460,310M300US35380,34.2733173346,41017,38,OREGON,"Bend, OR"
37500,310M300US35380,6.24293217476,,,,
39900,310M300US35380,31.5841862402,32031,6720,"RENO, NV","Reno-Sparks, NV"
14740,310M300US35380,37.2097082818,53035,1150,"BREMERTON, WA","Bremerton-Silverdale, WA"
43220,310M300US35380,37.5426305086,,,,
33540,310M300US35380,29.4673692789,30063,5140,"MISSOULA, MT","Missoula, MT"
20980,310M300US35380,4.20616890222,,,,
42100,310M300US35380,32.8420597157,6087,7485,"SANTA CRUZ-WATSONVILLE, CA","Santa Cruz-Watsonville, CA"
28380,310M300US35380,6.36923389988,,,,
29540,310M300US35380,17.0430543128,42071,4000,"LANCASTER, PA","Lancaster, PA"
23460,310M300US35380,5.69687762551,1055,2880,"GADSDEN, AL","Gadsden, AL"
34340,310M300US35380,11.3192846062,,,,
43380,310M300US35380,11.9043583291,,,,
44660,310M300US35380,9.35338138556,,,,
44300,310M300US35380,16.3831105767,42027,8050,"STATE COLLEGE, PA","State College, PA"
45620,310M300US35380,6.10500326155,,,,
23180,310M300US35380,9.62841921113,,,,
34020,310M300US35380,1.51019047893,,,,
44900,310M300US35380,6.48618027867,,,,
23980,310M300US35380,8.18583119703,,,,
35580,310M300US35380,15.1129585496,,,,
45220,310M300US35380,5.68351158909,12129,10,FLORIDA,"Tallahassee, FL"
25420,310M300US35380,16.5420931381,42099,3240,"HARRISBURG-LEBANON-CARLISLE, PA","Harrisburg-Carlisle, PA"
38900,310M300US35380,36.1185513125,53059,50,WASHINGTON,"Portland-Vancouver-Beaverton, OR-WA"
30460,310M300US35380,9.87050429587,21239,4280,"LEXINGTON, KY","Lexington-Fayette, KY"
13900,310M300US35380,20.1230230466,38059,1010,"BISMARCK, ND","Bismarck, ND"
17660,310M300US35380,32.117481566,16055,13,IDAHO,"Coeur d'Alene, ID"
41180,310M300US35380,8.83957770878,29510,7040,"ST. LOUIS, MO-IL","St. Louis, MO-IL"
17780,310M300US35380,6.59654507444,48395,45,TEXAS,"College Station-Bryan, TX"
19060,310M300US35380,14.7262620982,54057,1900,"CUMBERLAND, MD-WV","Cumberland, MD-WV"
12900,310M300US35380,6.05786627441,,,,
30780,310M300US35380,5.43541555431,5125,4400,"LITTLE ROCK-NORTH LITTLE ROCK, AR","Little Rock-North Little Rock, AR"
12700,310M300US35380,22.9370690271,25001,743,"BARNSTABLE-YARMOUTH, MA","Barnstable Town, MA"
46520,310M300US35380,68.5492249605,,,,
15900,310M300US35380,10.5708667054,,,,
12220,310M300US35380,5.32553540371,1081,580,"AUBURN-OPELIKA, AL","Auburn-Opelika, AL"
42180,310M300US35380,26.3982248952,,,,
10780,310M300US35380,2.96004001227,22079,220,"ALEXANDRIA, LA","Alexandria, LA"
22840,310M300US35380,6.15816861087,,,,
18500,310M300US35380,17.626893116,,,,
16980,310M300US35380,11.9635893369,,,,
12060,310M300US35380,6.71817222441,13297,520,"ATLANTA, GA","Atlanta-Sandy Springs-Marietta, GA"
11420,310M300US35380,12.7389357268,,,,
14540,310M300US35380,7.96412263363,21227,18,KENTUCKY,"Bowling Green, KY"
25540,310M300US35380,21.0160919907,9013,3283,"HARTFORD, CT","Hartford-West Hartford-East Hartford, C"
49180,310M300US35380,11.4144374246,37197,3120,"GREENSBORO--WINSTON-SALEM--HIGH POINT, NC","Winston-Salem, NC"
14300,310M300US35380,7.17923823053,,,,
45300,310M300US35380,7.73864926651,12103,8280,"TAMPA-ST. PETERSBURG-CLEARWATER, FL","Tampa-St. Petersburg-Clearwater, FL"
18880,310M300US35380,3.66196205271,,,,
45060,310M300US35380,19.2134818671,36075,8160,"SYRACUSE, NY","Syracuse, NY"
46220,310M300US35380,3.94998999081,1125,8600,"TUSCALOOSA, AL","Tuscaloosa, AL"
12100,310M300US35380,18.0373307455,34001,560,"ATLANTIC-CAPE MAY, NJ","Atlan  City, NJ"
49820,310M300US35380,9.66730315782,,,,
45940,310M300US35380,18.4436636995,34021,8480,"TRENTON, NJ","Trenton-Ewing, NJ"
24640,310M300US35380,21.4935192997,,,,
10300,310M300US35380,13.3546920629,,,,
41980,310M300US35380,26.5236889584,72151,7440,"SAN JUAN-BAYAMON, PR","San Juan-Caguas-Guaynabo, PR"
38300,310M300US35380,14.6055274332,42129,6280,"PITTSBURGH, PA","Pittsburgh, PA"
40220,310M300US35380,12.4301939745,51775,6800,"ROANOKE, VA","Roanoke, VA"
10460,310M300US35380,16.024414818,,,,
31940,310M300US35380,15.7051417849,,,,
44140,310M300US35380,21.2425793221,25015,8003,"SPRINGFIELD, MA","Springfield, MA"
19820,310M300US35380,14.4675511512,,,,
36300,310M300US35380,20.8403766548,,,,
19660,310M300US35380,8.75862560984,12127,2020,"DAYTONA BEACH, FL","Deltona-Daytona Beach-Ormond Beach, FL"
11640,310M300US35380,25.8820470244,,,,
40660,310M300US35380,6.43416545556,13115,11,GEORGIA,"Rome, GA"
15540,310M300US35380,22.46568485,50013,1303,"BURLINGTON, VT","Burlington-South Burlington, VT"
31080,310M300US35380,28.5299960254,,,,
31140,310M300US35380,9.45464968412,21223,18,KENTUCKY,"Louisville, KY-IN"
40340,310M300US35380,14.2530186979,27157,24,MINNESOTA,"Rochester, MN"
29820,310M300US35380,25.8489056293,32003,4120,"LAS VEGAS, NV-AZ","Las Vegas-Paradise, NV"
10580,310M300US35380,20.5467760978,36095,160,"ALBANY-SCHENECTADY-TROY, NY","Albany-Schenectady-Troy, NY"
11820,310M300US35380,37.3516504463,,,,
39580,310M300US35380,12.8922115216,37183,6640,"RALEIGH-DURHAM-CHAPEL HILL, NC","Raleigh-Cary, NC"
20420,310M300US35380,19.3582133796,,,,
32940,310M300US35380,2.81800041897,,,,
28900,310M300US35380,34.1818675299,,,,
28740,310M300US35380,19.741942567,36111,33,NEW YORK,"Kingston, NY"
31300,310M300US35380,11.8329837769,,,,
25860,310M300US35380,10.3459353974,37035,3290,"HICKORY-MORGANTON-LENOIR, NC","Hickory-Lenoir-Morganton, NC"
39940,310M300US35380,25.8439747552,,,,
22520,310M300US35380,5.38445325597,1077,2650,"FLORENCE, AL","Florence-Muscle Shoals, AL"
34980,310M300US35380,6.97406227121,47189,5360,"NASHVILLE, TN","Nashville-Davidson--Murfreesboro, TN"
32420,310M300US35380,25.4991033286,72097,4840,"MAYAGUEZ, PR","Mayagüez, PR"
19780,310M300US35380,12.3085916838,19181,2120,"DES MOINES, IA","Des Moines, IA"
33100,310M300US35380,10.1599538701,,,,
19100,310M300US35380,7.65367847693,,,,
17420,310M300US35380,7.43203360626,47139,44,TENNESSEE,"Cleveland, TN"
39020,310M300US35380,11.2943055156,,,,
46300,310M300US35380,27.6290126434,,,,
44420,310M300US35380,13.6106016411,,,,
17540,310M300US35380,12.0075207374,,,,
43180,310M300US35380,6.60524561466,,,,
16700,310M300US35380,10.3892223611,45035,1440,"CHARLESTON-NORTH CHARLESTON, SC","Charleston-North Charleston, SC"
49660,310M300US35380,14.7115502151,42085,7610,"SHARON, PA","Youngstown-Warren-Boardman, OH-PA"
21020,310M300US35380,15.059599783,,,,
27660,310M300US35380,2.88933790469,,,,
32000,310M300US35380,9.78577582011,,,,
25100,310M300US35380,13.4183903466,,,,
30140,310M300US35380,17.0717936403,42075,3240,"HARRISBURG-LEBANON-CARLISLE, PA","Lebanon, PA"
39980,310M300US35380,11.1163341984,,,,
17340,310M300US35380,34.069615973,,,,
16420,310M300US35380,7.8307686188,,,,
23540,310M300US35380,7.4748337769,12041,10,FLORIDA,"Gainesville, FL"
37580,310M300US35380,6.76588737798,,,,
24060,310M300US35380,20.1466916483,,,,
22020,310M300US35380,18.4036016269,38017,2520,"FARGO-MOORHEAD, ND-MN","Fargo, ND-MN"
13500,310M300US35380,11.2925116597,,,,
45900,310M300US35380,15.4589792371,,,,
10500,310M300US35380,6.0151648463,13321,11,GEORGIA,"Albany, GA"
40180,310M300US35380,22.8383233143,,,,
26580,310M300US35380,11.3636968563,54099,3400,"HUNTINGTON-ASHLAND, WV-KY-OH","Huntington-Ashland, WV-KY-OH"
33460,310M300US35380,15.5365215412,55109,5120,"MINNEAPOLIS-ST. PAUL, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI"
41540,310M300US35380,16.7903283765,24045,21,MARYLAND,"Salisbury, MD"
48260,310M300US35380,13.9767009162,54029,8080,"STEUBENVILLE-WEIRTON, OH-WV","Weirton-Steubenville, WV-OH"
20260,310M300US35380,17.6017871766,55031,2240,"DULUTH-SUPERIOR, MN-WI","Duluth, MN-WI"
13780,310M300US35380,18.550951065,36107,960,"BINGHAMTON, NY","Binghamton, NY"
31700,310M300US35380,22.397968849,33013,1123,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA-NH","Manchester-Nashua, NH"
25980,310M300US35380,8.55786618868,13183,11,GEORGIA,"Hinesville-Fort Stewart, GA"
20180,310M300US35380,15.9609809756,,,,
46740,310M300US35380,5.45996071246,,,,
17620,310M300US35380,26.3779357952,,,,
47240,310M300US35380,22.4576908076,,,,
33860,310M300US35380,4.31238397039,1101,5240,"MONTGOMERY, AL","Montgomery, AL"
44020,310M300US35380,14.4428387917,,,,
42620,310M300US35380,5.64519890734,,,,
21180,310M300US35380,13.4212868582,,,,
21900,310M300US35380,13.6542705167,,,,
40580,310M300US35380,13.566943299,37127,6895,"ROCKY MOUNT, NC","Rocky Mount, NC"
31820,310M300US35380,14.3750227074,,,,
45980,310M300US35380,4.43349244075,,,,
38240,310M300US35380,11.7797508252,,,,
27140,310M300US35380,2.42761738007,28127,25,MISSISSIPPI,"Jackson, MS"
49460,310M300US35380,15.0724531049,,,,
26660,310M300US35380,5.50929490962,,,,
32140,310M300US35380,15.6592136734,,,,
23820,310M300US35380,31.0056062335,,,,
37620,310M300US35380,12.540480838,54107,6020,"PARKERSBURG-MARIETTA, WV-OH","Parkersburg-Marietta, WV-OH"
18700,310M300US35380,36.5203162062,41003,1890,"CORVALLIS, OR","Corvallis, OR"
17640,310M300US35380,26.5125262548,,,,
30980,310M300US35380,5.46981956396,48459,4420,"LONGVIEW-MARSHALL, TX","Longview, TX"
49780,310M300US35380,12.8559679845,,,,
30020,310M300US35380,9.66247131982,40031,4200,"LAWTON, OK","Lawton, OK"
45000,310M300US35380,32.4837938212,,,,
15860,310M300US35380,17.7037563159,,,,
45340,310M300US35380,17.0440204264,,,,
37220,310M300US35380,27.74414425,,,,
42420,310M300US35380,18.4487892856,,,,
24740,310M300US35380,3.52383205052,,,,
17900,310M300US35380,9.8400301109,45081,42,SOUTH CAROLINA,"Columbia, SC"
47820,310M300US35380,14.2320979162,,,,
12940,310M300US35380,1.35944601763,22125,19,LOUISIANA,"Baton Rouge, LA"
18780,310M300US35380,21.1708396699,,,,
24900,310M300US35380,3.59741578659,,,,
40820,310M300US35380,3.82805005622,,,,
46140,310M300US35380,8.88472527364,40145,8560,"TULSA, OK","Tulsa, OK"
11680,310M300US35380,10.0617238517,,,,
24660,310M300US35380,11.8582750136,37157,34,NORTH CAROLINA,"Greensboro-High Point, NC"
33660,310M300US35380,1.94836279277,1097,5160,"MOBILE, AL","Mobile, AL"
49340,310M300US35380,21.827963688,25027,1123,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA","Worcester, MA"
11500,310M300US35380,5.65168162491,1015,450,"ANNISTON,AL","Anniston-Oxford, AL"
17860,310M300US35380,9.38804641756,29089,26,MISSOURI,"Columbia, MO"
14720,310M300US35380,18.8701711436,,,,
25260,310M300US35380,30.4981399488,6031,5,CALIFORNIA,"Hanford-Corcoran, CA"
28140,310M300US35380,10.0897054765,29177,3760,"KANSAS CITY, MO-KS","Kansas City, MO-KS"
47180,310M300US35380,9.14182416815,,,,
18260,310M300US35380,7.79065999482,,,,
41740,310M300US35380,26.9697524982,6073,7320,"SAN DIEGO, CA","San Diego-Carlsbad-San Marcos, CA"
43140,310M300US35380,9.99525734197,,,,
25940,310M300US35380,9.41033561534,,,,
34820,310M300US35380,11.9995011099,45051,5330,"MYRTLE BEACH, SC","Myrtle Beach-Conway-North Myrtle Beach,"
28700,310M300US35380,10.0626872163,51520,3660,"JOHNSON CITY-KINGSPORT-BRISTOL, TN-VA","Kingsport-Bristol-Bristol, TN-VA"
34900,310M300US35380,33.5057930885,6055,8720,"VALLEJO-FARIFIELD-NAPA, CA","Napa, CA"
36700,310M300US35380,9.8062325787,,,,
47420,310M300US35380,17.7598637244,,,,
46660,310M300US35380,6.7699917225,13185,11,GEORGIA,"Valdosta, GA"
36980,310M300US35380,8.30912204346,21149,18,KENTUCKY,"Owensboro, KY"
26500,310M300US35380,15.9278905929,,,,
35140,310M300US35380,9.42946623147,,,,
25760,310M300US35380,4.61244657657,,,,
20220,310M300US35380,12.5985076262,19061,2200,"DUBUQUE, IA","Dubuque, IA"
39500,310M300US35380,10.2251106903,,,,
33300,310M300US35380,7.60768220434,,,,
43460,310M300US35380,7.15848742268,,,,
45460,310M300US35380,9.83839712702,18167,8320,"TERRE HAUTE, IN","Terre Haute, IN"
45700,310M300US35380,6.60631592931,,,,
41260,310M300US35380,16.1364073166,,,,
17300,310M300US35380,7.24577320601,47161,44,TENNESSEE,"Clarksville, TN-KY"
39380,310M300US35380,16.7483315787,8101,6560,"PUEBLO, CO","Pueblo, CO"
36580,310M300US35380,19.6083923732,,,,
40460,310M300US35380,11.4048566031,,,,
32660,310M300US35380,7.12140720641,,,,
45820,310M300US35380,10.8536853754,20197,17,KANSAS,"Topeka, KS"
36380,310M300US35380,9.40280267856,,,,
40860,310M300US35380,21.7483990357,,,,
11380,310M300US35380,12.914795637,,,,
26380,310M300US35380,0.831682788023,22109,3350,"HOUMA, LA","Houma-Bayou Cane-Thibodaux, LA"
38220,310M300US35380,4.62810332742,5079,4,ARKANSAS,"Pine Bluff, AR"
44980,310M300US35380,17.1783369587,,,,
27780,310M300US35380,15.438685951,42021,3680,"JOHNSTOWN, PA","Johnstown, PA"
39700,310M300US35380,8.43984486242,,,,
14180,310M300US35380,5.86035991646,,,,
25180,310M300US35380,15.4308044892,54065,51,WEST VIRGINIA,"Hagerstown-Martinsburg, MD-WV"
46540,310M300US35380,19.9618690834,36065,8680,"UTICA-ROME, NY","U a-Rome, NY"
20900,310M300US35380,6.30589279376,,,,
15820,310M300US35380,8.77622731183,,,,
12820,310M300US35380,3.4550578699,,,,
24620,310M300US35380,9.47452005419,,,,
23620,310M300US35380,8.16867660018,,,,
14580,310M300US35380,26.3601255489,,,,
12120,310M300US35380,3.04198342429,,,,
39860,310M300US35380,14.767947445,,,,
24330,310M300US35380,17.9855867878,,,,
15980,310M300US35380,8.76310544014,12071,2700,"FORT MYERS-CAPE CORAL, FL","Cape Coral-Fort Myers, FL"
14500,310M300US35380,18.4728554189,8013,1125,"BOULDER-LONGMONT, CO","Boulder, CO"
25200,310M300US35380,27.7160847543,,,,
38180,310M300US35380,17.936837109,,,,
46820,310M300US35380,14.7866654894,,,,
42460,310M300US35380,6.27324893875,,,,
36660,310M300US35380,2.17193138068,,,,
49620,310M300US35380,16.5864961322,42133,9280,"YORK, PA","York-Hanover, PA"
19460,310M300US35380,5.39705003831,1103,2030,"DECATUR, AL","Decatur, AL"
34460,310M300US35380,10.2371176169,,,,
13540,310M300US35380,21.3657786404,,,,
20780,310M300US35380,19.3655133618,,,,
11980,310M300US35380,6.34094255703,,,,
18660,310M300US35380,18.8050557999,,,,
41220,310M300US35380,8.34047455876,,,,
33700,310M300US35380,31.9795350806,6099,5170,"MODESTO, CA","Modesto, CA"
36100,310M300US35380,7.92169073701,12083,5790,"OCALA, FL","Ocala, FL"
16540,310M300US35380,15.8092793409,,,,
24100,310M300US35380,20.384513659,,,,
35900,310M300US35380,10.8108193338,,,,
26620,310M300US35380,5.8413388267,1089,3440,"HUNTSVILLE, AL","Huntsville, AL"
35660,310M300US35380,12.557768973,26021,870,"BENTON HARBOR, MI","Niles-Benton Harbor, MI"
44460,310M300US35380,20.0608995835,,,,
27020,310M300US35380,16.1502001505,,,,
40420,310M300US35380,12.4597396528,17201,6880,"ROCKFORD, IL","Rockford, IL"
35260,310M300US35380,14.6741038702,,,,
27180,310M300US35380,5.80892774252,47113,3580,"JACKSON, TN","Jackson, TN"
26220,310M300US35380,35.3402158181,,,,
12620,310M300US35380,26.3387267538,23019,733,"BANGOR, ME","Bangor, ME"
11020,310M300US35380,15.6966570094,42013,280,"ALTOONA, PA","Altoona, PA"
13380,310M300US35380,36.9798326393,53073,860,"BELLINGHAM, WA","Bellingham, WA"
36460,310M300US35380,16.7138000005,,,,
35840,310M300US35380,8.04264601713,,,,
12180,310M300US35380,18.673728913,,,,
10700,310M300US35380,5.75960446957,,,,
43500,310M300US35380,18.6512263706,,,,
24300,310M300US35380,20.6397097744,8077,2995,"GRAND JUNCTION, CO","Grand Junction, CO"
24940,310M300US35380,8.76563611905,,,,
15140,310M300US35380,5.71696801947,,,,
34300,310M300US35380,28.8484705474,,,,
44500,310M300US35380,8.59225571903,,,,
18460,310M300US35380,7.96958880483,,,,
15680,310M300US35380,15.7640997753,,,,
31930,310M300US35380,12.7537683992,,,,
12460,310M300US35380,5.45572333354,,,,
37340,310M300US35380,9.35544103878,12009,4900,"MELBOURNE-TITUSVILLE-PALM BAY, FL","Palm Bay-Melbourne-Titusville, FL"
12740,310M300US35380,22.5138332873,,,,
27600,310M300US35380,7.65577146406,,,,
29700,310M300US35380,9.62571934822,48479,4080,"LAREDO, TX","Laredo, TX"
40260,310M300US35380,13.9694296446,,,,
17980,310M300US35380,5.64132413621,13215,1800,"COLUMBUS, GA-AL","Columbus, GA-AL"
31340,310M300US35380,13.0671855931,51680,4640,"LYNCHBURG, VA","Lynchburg, VA"
